Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
12/22/2019,"December 22, 2019",2019,2019,The End's Beginning,The Witcher: Season 1: The End's Beginning,True,Season 1,The Witcher,The WitcherSeason 1,Series,Series,1,,1.016666667,61,,1,1
9/27/2021,"September 27, 2021",2021,2021,Gganbu,Squid Game: Season 1: Gganbu,True,Season 1,Squid Game,Squid GameSeason 1,Series,Series,1,,1.033333333,62,,1,1
12/27/2019,"December 27, 2019",2019,2019,"Of Banquets, Bastards and Burials","The Witcher: Season 1: Of Banquets, Bastards and Burials",True,Season 1,The Witcher,The WitcherSeason 1,Series,Series,1,,1.033333333,62,,1,1
9/25/2021,"September 25, 2021",2021,2021,Hell,Squid Game: Season 1: Hell,True,Season 1,Squid Game,Squid GameSeason 1,Series,Series,1,,1.05,63,,1,1
12/22/2019,"December 22, 2019",2019,2019,Betrayer Moon,The Witcher: Season 1: Betrayer Moon,True,Season 1,The Witcher,The WitcherSeason 1,Series,Series,1,,1.116666667,67,,1,1
2/10/2020,"February 10, 2020",2020,2020,Blood Vessel,Dracula: Season 1: Blood Vessel,True,Season 1,Dracula,DraculaSeason 1,Series,Series,1,,1.466666667,88,,1,1
2/6/2020,"February 6, 2020",2020,2020,The Rules of the Beast,Dracula: Season 1: The Rules of the Beast,True,Season 1,Dracula,DraculaSeason 1,Series,Series,1,,1.483333333,89,,1,1
2/13/2020,"February 13, 2020",2020,2020,The Dark Compass,Dracula: Season 1: The Dark Compass,True,Season 1,Dracula,DraculaSeason 1,Series,Series,1,,1.516666667,91,,1,1
12/2/2019,"December 2, 2019",2019,2019,The Collaboration Contamination,The Big Bang Theory: Season 11: The Collaboration Contamination,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/2/2019,"December 2, 2019",2019,2019,The Explosion Implosion,The Big Bang Theory: Season 11: The Explosion Implosion,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/2/2019,"December 2, 2019",2019,2019,The Proposal Proposal,The Big Bang Theory: Season 11: The Proposal Proposal,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/2/2019,"December 2, 2019",2019,2019,The Relaxation Integration,The Big Bang Theory: Season 11: The Relaxation Integration,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/2/2019,"December 2, 2019",2019,2019,The Retraction Reaction,The Big Bang Theory: Season 11: The Retraction Reaction,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/4/2019,"December 4, 2019",2019,2019,The Geology Methodology,The Big Bang Theory: Season 11: The Geology Methodology,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/4/2019,"December 4, 2019",2019,2019,The Proton Regeneration,The Big Bang Theory: Season 11: The Proton Regeneration,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/5/2019,"December 5, 2019",2019,2019,The Bitcoin Entanglement,The Big Bang Theory: Season 11: The Bitcoin Entanglement,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/5/2019,"December 5, 2019",2019,2019,The Confidence Erosion,The Big Bang Theory: Season 11: The Confidence Erosion,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/6/2019,"December 6, 2019",2019,2019,The Celebration Reverberation,The Big Bang Theory: Season 11: The Celebration Reverberation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/7/2019,"December 7, 2019",2019,2019,The Matrimonial Metric,The Big Bang Theory: Season 11: The Matrimonial Metric,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/7/2019,"December 7, 2019",2019,2019,The Solo Oscillation,The Big Bang Theory: Season 11: The Solo Oscillation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/8/2019,"December 8, 2019",2019,2019,The Athenaeum Allocation,The Big Bang Theory: Season 11: The Athenaeum Allocation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/8/2019,"December 8, 2019",2019,2019,The Neonatal Nomenclature,The Big Bang Theory: Season 11: The Neonatal Nomenclature,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/8/2019,"December 8, 2019",2019,2019,The Novelization Correlation,The Big Bang Theory: Season 11: The Novelization Correlation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/8/2019,"December 8, 2019",2019,2019,The Separation Triangulation,The Big Bang Theory: Season 11: The Separation Triangulation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/9/2019,"December 9, 2019",2019,2019,The Comet Polarization,The Big Bang Theory: Season 11: The Comet Polarization,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/9/2019,"December 9, 2019",2019,2019,The Gates Excitation,The Big Bang Theory: Season 11: The Gates Excitation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/9/2019,"December 9, 2019",2019,2019,The Reclusive Potential,The Big Bang Theory: Season 11: The Reclusive Potential,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/9/2019,"December 9, 2019",2019,2019,The Tenant Disassociation,The Big Bang Theory: Season 11: The Tenant Disassociation,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/10/2019,"December 10, 2019",2019,2019,The Monetary Insufficiency,The Big Bang Theory: Season 11: The Monetary Insufficiency,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/12/2019,"December 12, 2019",2019,2019,The Sibling Realignment,The Big Bang Theory: Season 11: The Sibling Realignment,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
12/13/2019,"December 13, 2019",2019,2019,The Bow Tie Asymmetry,The Big Bang Theory: Season 11: The Bow Tie Asymmetry,True,Season 11,The Big Bang Theory,The Big Bang TheorySeason 11,Series,Series,1,,0.333333333,20,,1,1
1/10/2020,"January 10, 2020",2020,2020,The Wedding Gift Wormhole,The Big Bang Theory: Season 12: The Wedding Gift Wormhole,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.2,12,,1,1
1/22/2020,"January 22, 2020",2020,2020,The Planetarium Collision,The Big Bang Theory: Season 12: The Planetarium Collision,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.3,18,,1,1
1/22/2020,"January 22, 2020",2020,2020,The Stockholm Syndrome,The Big Bang Theory: Season 12: The Stockholm Syndrome,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.3,18,,1,1
1/10/2020,"January 10, 2020",2020,2020,The Conjugal Configuration,The Big Bang Theory: Season 12: The Conjugal Configuration,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/12/2020,"January 12, 2020",2020,2020,The Consummation Deviation,The Big Bang Theory: Season 12: The Consummation Deviation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/15/2020,"January 15, 2020",2020,2020,The Citation Negation,The Big Bang Theory: Season 12: The Citation Negation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/17/2020,"January 17, 2020",2020,2020,The Confirmation Polarization,The Big Bang Theory: Season 12: The Confirmation Polarization,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/19/2020,"January 19, 2020",2020,2020,The Conference Valuation,The Big Bang Theory: Season 12: The Conference Valuation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/20/2020,"January 20, 2020",2020,2020,The Laureate Accumulation,The Big Bang Theory: Season 12: The Laureate Accumulation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/20/2020,"January 20, 2020",2020,2020,The Procreation Calculation,The Big Bang Theory: Season 12: The Procreation Calculation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/21/2020,"January 21, 2020",2020,2020,The Decision Reverberation,The Big Bang Theory: Season 12: The Decision Reverberation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/21/2020,"January 21, 2020",2020,2020,The Inspiration Deprivation,The Big Bang Theory: Season 12: The Inspiration Deprivation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.316666667,19,,1,1
1/11/2020,"January 11, 2020",2020,2020,The Tam Turbulence,The Big Bang Theory: Season 12: The Tam Turbulence,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/16/2020,"January 16, 2020",2020,2020,The Paintball Scattering,The Big Bang Theory: Season 12: The Paintball Scattering,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/18/2020,"January 18, 2020",2020,2020,The Donation Oscillation,The Big Bang Theory: Season 12: The Donation Oscillation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/19/2020,"January 19, 2020",2020,2020,The D & D Vortex,The Big Bang Theory: Season 12: The D & D Vortex,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/21/2020,"January 21, 2020",2020,2020,The Change Constant,The Big Bang Theory: Season 12: The Change Constant,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/21/2020,"January 21, 2020",2020,2020,The Maternal Conclusion,The Big Bang Theory: Season 12: The Maternal Conclusion,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/21/2020,"January 21, 2020",2020,2020,The Plagiarism Schism,The Big Bang Theory: Season 12: The Plagiarism Schism,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/22/2020,"January 22, 2020",2020,2020,The Grant Allocation Derivation,The Big Bang Theory: Season 12: The Grant Allocation Derivation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/22/2020,"January 22, 2020",2020,2020,The Propagation Proposition,The Big Bang Theory: Season 12: The Propagation Proposition,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.333333333,20,,1,1
1/16/2020,"January 16, 2020",2020,2020,The VCR Illumination,The Big Bang Theory: Season 12: The VCR Illumination,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.35,21,,1,1
1/18/2020,"January 18, 2020",2020,2020,The Meteorite Manifestation,The Big Bang Theory: Season 12: The Meteorite Manifestation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.35,21,,1,1
1/22/2020,"January 22, 2020",2020,2020,The Imitation Perturbation,The Big Bang Theory: Season 12: The Imitation Perturbation,True,Season 12,The Big Bang Theory,The Big Bang TheorySeason 12,Series,Series,1,,0.35,21,,1,1
10/1/2019,"October 1, 2019",2019,2019,Stunning And Brave,South Park: Season 19: Stunning And Brave,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/4/2019,"October 4, 2019",2019,2019,Where My Country Gone?,South Park: Season 19: Where My Country Gone?,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/14/2019,"October 14, 2019",2019,2019,The City Part of Town,South Park: Season 19: The City Part of Town,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/14/2019,"October 14, 2019",2019,2019,You're Not Yelping,South Park: Season 19: You're Not Yelping,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/17/2019,"October 17, 2019",2019,2019,Naughty Ninjas,South Park: Season 19: Naughty Ninjas,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/17/2019,"October 17, 2019",2019,2019,Safe Space,South Park: Season 19: Safe Space,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/17/2019,"October 17, 2019",2019,2019,Tweek x Craig,South Park: Season 19: Tweek x Craig,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/20/2019,"October 20, 2019",2019,2019,PC Principal Final Justice,South Park: Season 19: PC Principal Final Justice,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/20/2019,"October 20, 2019",2019,2019,Sponsored Content,South Park: Season 19: Sponsored Content,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
10/20/2019,"October 20, 2019",2019,2019,Truth and Advertising,South Park: Season 19: Truth and Advertising,True,Season 19,South Park,South ParkSeason 19,Series,Series,1,,0.366666667,22,,1,1
11/11/2019,"November 11, 2019",2019,2019,Episode 2,The End of the F***ing World: Season 2: Episode 2,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.316666667,19,,1,1
11/14/2019,"November 14, 2019",2019,2019,Episode 6,The End of the F***ing World: Season 2: Episode 6,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.316666667,19,,1,1
11/16/2019,"November 16, 2019",2019,2019,Episode 8,The End of the F***ing World: Season 2: Episode 8,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.316666667,19,,1,1
9/22/2019,"September 22, 2019",2019,2019,The Electric Princess,Disenchantment: Part 2: The Electric Princess,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.366666667,22,,1,1
9/22/2019,"September 22, 2019",2019,2019,Tiabeanie Falls,Disenchantment: Part 2: Tiabeanie Falls,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.366666667,22,,1,1
9/16/2019,"September 16, 2019",2019,2019,Total Rickall,Rick and Morty: Season 2: Total Rickall,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.366666667,22,,1,1
9/18/2019,"September 18, 2019",2019,2019,Interdimensional Cable 2: Tempting Fate,Rick and Morty: Season 2: Interdimensional Cable 2: Tempting Fate,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.366666667,22,,1,1
9/18/2019,"September 18, 2019",2019,2019,Look Who's Purging Now,Rick and Morty: Season 2: Look Who's Purging Now,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.366666667,22,,1,1
11/11/2019,"November 11, 2019",2019,2019,Episode 3,The End of the F***ing World: Season 2: Episode 3,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.366666667,22,,1,1
11/14/2019,"November 14, 2019",2019,2019,Episode 5,The End of the F***ing World: Season 2: Episode 5,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.366666667,22,,1,1
9/22/2019,"September 22, 2019",2019,2019,In Her Own Write,Disenchantment: Part 2: In Her Own Write,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.383333333,23,,1,1
9/14/2019,"September 14, 2019",2019,2019,A Rickle in Time,Rick and Morty: Season 2: A Rickle in Time,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/14/2019,"September 14, 2019",2019,2019,Mortynight Run,Rick and Morty: Season 2: Mortynight Run,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/15/2019,"September 15, 2019",2019,2019,Auto Erotic Assimilation,Rick and Morty: Season 2: Auto Erotic Assimilation,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/16/2019,"September 16, 2019",2019,2019,Get Schwifty,Rick and Morty: Season 2: Get Schwifty,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/17/2019,"September 17, 2019",2019,2019,The Ricks Must Be Crazy,Rick and Morty: Season 2: The Ricks Must Be Crazy,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/18/2019,"September 18, 2019",2019,2019,Big Trouble in Little Sanchez,Rick and Morty: Season 2: Big Trouble in Little Sanchez,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/18/2019,"September 18, 2019",2019,2019,The Wedding Squanchers,Rick and Morty: Season 2: The Wedding Squanchers,True,Season 2,Rick and Morty,Rick and MortySeason 2,Series,Series,1,,0.383333333,23,,1,1
9/13/2020,"September 13, 2020",2020,2020,Fire And Ice,Cobra Kai: Season 2: Fire And Ice,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.4,24,,1,1
9/22/2019,"September 22, 2019",2019,2019,Stairway to Hell,Disenchantment: Part 2: Stairway to Hell,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.4,24,,1,1
11/11/2019,"November 11, 2019",2019,2019,Episode 4,The End of the F***ing World: Season 2: Episode 4,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.4,24,,1,1
11/16/2019,"November 16, 2019",2019,2019,Episode 7,The End of the F***ing World: Season 2: Episode 7,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.4,24,,1,1
3/12/2022,"March 12, 2022",2022,2022,THE EUROPA PROJECT,Space Force: Season 2: THE EUROPA PROJECT,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.416666667,25,,1,1
11/11/2019,"November 11, 2019",2019,2019,Episode 1,The End of the F***ing World: Season 2: Episode 1,True,Season 2,The End of the F***ing World,The End of the F***ing WorldSeason 2,Series,Series,1,,0.416666667,25,,1,1
3/16/2019,"March 16, 2019",2019,2019,Angehörige,Der Tatortreiniger: Season 2: Angehörige,True,Season 2,Der Tatortreiniger,Der TatortreinigerSeason 2,Series,Series,1,,0.433333333,26,,1,1
3/17/2019,"March 17, 2019",2019,2019,Auftrag aus dem Jenseits,Der Tatortreiniger: Season 2: Auftrag aus dem Jenseits,True,Season 2,Der Tatortreiniger,Der TatortreinigerSeason 2,Series,Series,1,,0.433333333,26,,1,1
3/22/2019,"March 22, 2019",2019,2019,Schottys Kampf,Der Tatortreiniger: Season 2: Schottys Kampf,True,Season 2,Der Tatortreiniger,Der TatortreinigerSeason 2,Series,Series,1,,0.433333333,26,,1,1
9/21/2019,"September 21, 2019",2019,2019,The Very Thing,Disenchantment: Part 2: The Very Thing,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.433333333,26,,1,1
9/22/2019,"September 22, 2019",2019,2019,Love's Slimy Embrace,Disenchantment: Part 2: Love's Slimy Embrace,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.433333333,26,,1,1
3/12/2022,"March 12, 2022",2022,2022,MAD (BUFF) CONFIDENCE,Space Force: Season 2: MAD (BUFF) CONFIDENCE,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.433333333,26,,1,1
9/13/2020,"September 13, 2020",2020,2020,Lull,Cobra Kai: Season 2: Lull,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.45,27,,1,1
9/17/2020,"September 17, 2020",2020,2020,Glory of Love,Cobra Kai: Season 2: Glory of Love,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.45,27,,1,1
9/21/2019,"September 21, 2019",2019,2019,The Disenchantress,Disenchantment: Part 2: The Disenchantress,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.45,27,,1,1
9/21/2019,"September 21, 2019",2019,2019,The Lonely Heart Is a Hunter,Disenchantment: Part 2: The Lonely Heart Is a Hunter,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.45,27,,1,1
3/6/2022,"March 6, 2022",2022,2022,THE INQUIRY,Space Force: Season 2: THE INQUIRY,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.45,27,,1,1
9/22/2019,"September 22, 2019",2019,2019,The Dreamland Job,Disenchantment: Part 2: The Dreamland Job,True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.466666667,28,,1,1
3/9/2022,"March 9, 2022",2022,2022,THE CHINESE DELEGATION,Space Force: Season 2: THE CHINESE DELEGATION,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.466666667,28,,1,1
3/13/2022,"March 13, 2022",2022,2022,THE HACK,Space Force: Season 2: THE HACK,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.466666667,28,,1,1
3/7/2022,"March 7, 2022",2022,2022,BUDGET CUTS,Space Force: Season 2: BUDGET CUTS,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.483333333,29,,1,1
3/13/2022,"March 13, 2022",2022,2022,THE DOCTOR'S APPOINTMENT,Space Force: Season 2: THE DOCTOR'S APPOINTMENT,True,Season 2,Space Force,Space ForceSeason 2,Series,Series,1,,0.483333333,29,,1,1
9/21/2019,"September 21, 2019",2019,2019,"Our Bodies, Our Elves","Disenchantment: Part 2: Our Bodies, Our Elves",True,Season 2,Disenchantment,DisenchantmentSeason 2,Series,Series,1,,0.5,30,,1,1
9/11/2020,"September 11, 2020",2020,2020,Back In Black,Cobra Kai: Season 2: Back In Black,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.516666667,31,,1,1
9/13/2020,"September 13, 2020",2020,2020,All In,Cobra Kai: Season 2: All In,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.516666667,31,,1,1
9/13/2020,"September 13, 2020",2020,2020,Take A Right,Cobra Kai: Season 2: Take A Right,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.533333333,32,,1,1
9/13/2020,"September 13, 2020",2020,2020,The Moment of Truth,Cobra Kai: Season 2: The Moment of Truth,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.533333333,32,,1,1
9/18/2020,"September 18, 2020",2020,2020,No Mercy,Cobra Kai: Season 2: No Mercy,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.533333333,32,,1,1
9/18/2020,"September 18, 2020",2020,2020,Pulpo,Cobra Kai: Season 2: Pulpo,True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/11/2020,"May 11, 2020",2020,2020,You Know What You Did,Dead to Me: Season 2: You Know What You Did,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/12/2020,"May 12, 2020",2020,2020,Where Have You Been,Dead to Me: Season 2: Where Have You Been,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/12/2020,"May 12, 2020",2020,2020,You Can't Live Like This,Dead to Me: Season 2: You Can't Live Like This,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/13/2020,"May 13, 2020",2020,2020,Between You And Me,Dead to Me: Season 2: Between You And Me,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/14/2020,"May 14, 2020",2020,2020,The Price You Pay,Dead to Me: Season 2: The Price You Pay,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/15/2020,"May 15, 2020",2020,2020,If Only You Knew,Dead to Me: Season 2: If Only You Knew,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/15/2020,"May 15, 2020",2020,2020,It Had To Be You,Dead to Me: Season 2: It Had To Be You,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/15/2020,"May 15, 2020",2020,2020,"It's Not You, It's Me","Dead to Me: Season 2: It's Not You, It's Me",True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/15/2020,"May 15, 2020",2020,2020,Where Do We Go From Here,Dead to Me: Season 2: Where Do We Go From Here,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
5/15/2020,"May 15, 2020",2020,2020,You Don't Have To,Dead to Me: Season 2: You Don't Have To,True,Season 2,Dead to Me,Dead to MeSeason 2,Series,Series,1,,0.533333333,32,,1,1
9/11/2020,"September 11, 2020",2020,2020,"Mercy, Part II","Cobra Kai: Season 2: Mercy, Part II",True,Season 2,Cobra Kai,Cobra KaiSeason 2,Series,Series,1,,0.616666667,37,,1,1
8/22/2020,"August 22, 2020",2020,2020,743,The Umbrella Academy: Season 2: 743,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.666666667,40,,1,1
1/29/2020,"January 29, 2020",2020,2020,Rose,Titans: Season 2: Rose,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.683333333,41,,1,1
5/19/2019,"May 19, 2019",2019,2019,The Adventures of Supergirl,Supergirl: Season 2: The Adventures of Supergirl,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/19/2019,"May 19, 2019",2019,2019,The Last Children of Krypton,Supergirl: Season 2: The Last Children of Krypton,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/19/2019,"May 19, 2019",2019,2019,Welcome to Earth,Supergirl: Season 2: Welcome to Earth,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/20/2019,"May 20, 2019",2019,2019,Crossfire,Supergirl: Season 2: Crossfire,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/22/2019,"May 22, 2019",2019,2019,Changing,Supergirl: Season 2: Changing,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/22/2019,"May 22, 2019",2019,2019,Survivors,Supergirl: Season 2: Survivors,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/23/2019,"May 23, 2019",2019,2019,The Darkest Place,Supergirl: Season 2: The Darkest Place,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/24/2019,"May 24, 2019",2019,2019,Medusa,Supergirl: Season 2: Medusa,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/24/2019,"May 24, 2019",2019,2019,Supergirl Lives,Supergirl: Season 2: Supergirl Lives,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
